index,query,response,path,doc_count,confidence,reflection_triggered,low_confidence
11,What is a concurrent delay?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Key Requirements**:
- The retrieved documents do not directly define ""concurrent delay."" However, in general contracting terms, a concurrent delay occurs when two or more delays happen at the same time, and each independently affects the project timeline. This can involve delays caused by both the contractor and the government or other third parties.
- FAR 52.242-17 addresses government-caused delays, specifying that adjustments can be made for delays caused by the Contracting Officer's actions or inactions, but it does not explicitly cover concurrent delays involving multiple parties.

**Applicability**:
- The concept of concurrent delay is relevant in contracts where both parties may contribute to delays, potentially affecting claims for time extensions or cost adjustments.

**Practical Note**:
- For specific guidance on handling concurrent delays, review your contract terms and consult with the Contracting Officer to understand how such situations are managed under your specific contract.",regulation_search,5,0.683954907540312,no,yes
12,"As a Project Manager, analyze the commissioning requirements during the pre-award phase of a federal construction project and recommend actions to ensure compliance with contract requirements.","Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Key Requirements:**

1. **Design Within Funding Limitations**: Ensure that the design services are accomplished within the funding limitations specified in the contract. If bids exceed the estimated price, redesign may be necessary without additional cost to the government unless conditions beyond control are present (FAR 52.236-22).

2. **Preaward Compliance Evaluation**: For contracts of $10 million or more, a preaward on-site equal opportunity compliance evaluation by the Office of Federal Contract Compliance Programs (OFCCP) may be required. Ensure that both the contractor and first-tier subcontractors are prepared for this evaluation (FAR 52.222-24).

3. **Labor Standards**: If the project involves installation support contracts with substantial construction work, ensure compliance with both the Service Contract Labor Standards and Construction Wage Rate Requirements statutes. This applies if the construction work exceeds $2,000 (DFARS 222.402-70).

**Applicability:**

- **Funding Limitations**: Applies to contracts where design services are required and funding limitations are specified.
- **Compliance Evaluation**: Relevant for contracts and subcontracts of $10 million or more.
- **Labor Standards**: Applicable to contracts involving both service and construction work exceeding $2,000.

**Practical Note:**

- **Contract Review**: Thoroughly review the contract and consult with the Contracting Officer to understand specific commissioning requirements and ensure compliance with all pre-award obligations. This includes preparing for potential compliance evaluations and adhering to labor standards.",regulation_search,9,0.46666666666666656,yes,yes
13,"As a Project Manager, analyze the punchlist requirements during the pre-award phase of a federal construction project and recommend actions to ensure compliance with contract requirements.","Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Key Requirements:**

- **Punchlist Definition and Timing**: The punchlist, typically a list of items needing completion or correction before final acceptance, is not explicitly addressed in the pre-award phase by the retrieved documents. Punchlist requirements are generally detailed in the contract documents and are part of the project closeout process, not the pre-award phase.
  
- **Site Visit Considerations**: FAR 52.236-27 mentions site visits, which are crucial during the pre-award phase to understand project requirements and constraints. Ensure that all potential issues that could affect the punchlist are identified during these visits.

- **Design and Funding Limitations**: FAR 52.236-22 requires that design services be accomplished within funding limitations. Ensure that the design phase considers potential punchlist items to avoid exceeding budget constraints.

- **Labor Standards Compliance**: Ensure compliance with labor standards as per FAR 52.222-6 and related clauses, which may affect subcontractor performance and subsequently the punchlist items.

**Applicability:**

- **Contract Type**: The requirements for site visits and design within funding limitations apply to construction contracts. Labor standards clauses apply to contracts involving construction, alteration, or repair work.

- **Dollar Thresholds**: The Construction Wage Rate Requirements apply to contracts exceeding $2,000 (DFARS 222.402-70).

**Practical Note:**

- **Consult the Contracting Officer**: Since specific punchlist requirements are not detailed in the retrieved documents, it is essential to review the contract documents and consult with the Contracting Officer for any project-specific punchlist requirements and compliance actions.",regulation_search,9,0.4910746812386157,yes,yes
14,Write a delay letter to NAVFAC regarding an outage disapproval and the delay including the default FAR clause.,"**Date:** March 14, 2026

**To:** Contracting Officer, NAVFAC

**From:** [Your Company Name]

**Subject:** Notification of Delay Due to Outage Disapproval

---

Dear [Contracting Officer's Name],

I am writing to formally notify you of a delay in the performance of our contract [Contract Number] due to the disapproval of a planned outage. This unforeseen event has impacted our ability to proceed with the scheduled work as outlined in the contract.

**Situation/Context:**

On [Date], we submitted a request for a planned outage necessary for the continuation of our work under the contract. Unfortunately, this request was disapproved, resulting in a delay in our project timeline. The delay is beyond our control and without any fault or negligence on our part.

**Applicable FAR Clauses:**

According to FAR 52.242-17, ""Government Delay of Work,"" if the performance of any part of the work is delayed or interrupted by an act of the Contracting Officer that is not authorized by the contract, or by a failure of the Contracting Officer to act within a specified or reasonable time, an adjustment shall be made for any increase in the cost of performance caused by the delay or interruption. This clause also allows for adjustments in delivery or performance dates affected by such delays (FAR 52.242-17).

Additionally, FAR 52.249-14, ""Excusable Delays,"" states that the Contractor shall not be in default for failure to perform if the failure arises from causes beyond the control and without the fault or negligence of the Contractor, including acts of the Government in its contractual capacity (FAR 52.249-14).

**Request/Action:**

In light of the above, we respectfully request an equitable adjustment to the contract terms, including an extension of the performance schedule and consideration for any additional costs incurred due to this delay. We are committed to resuming work promptly upon resolution of the outage issue and will continue to keep you informed of any developments.

Please let us know if there are any additional steps we should take or if further documentation is required to process this request.

Thank you for your attention to this matter. We look forward to your prompt response to facilitate the continuation of our project.

Sincerely,

[Your Name]  
[Your Position]  
[Your Company Name]  
[Contact Information]

---

Draft for reference only; tailor to your situation and consult your contract and legal/CO as needed.",regulation_search,5,0.66,no,no
15,Why would a general contractor submit an REA and not a change order to the government?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Recommended steps:**

1. **Understand the Purpose of an REA:** A Request for Equitable Adjustment (REA) is typically submitted when a contractor believes they are entitled to an adjustment in the contract terms due to changes that affect the cost or time of performance. This is distinct from a change order, which is a formal modification to the contract terms agreed upon by both parties (DFARS 252.243-7002).

2. **Identify the Basis for the REA:** Determine if the situation involves conditions such as differing site conditions, government-directed changes, or other unforeseen circumstances that materially affect the contract. For example, differing site conditions can warrant an equitable adjustment (FAR 52.236-2).

3. **Prepare the REA Documentation:** Ensure that the REA accurately reflects the contract adjustment sought, including all costs associated with the change. The REA should not include costs already reimbursed or separately claimed (DFARS 252.243-7002(a)).

4. **Certify the REA:** If the REA exceeds the simplified acquisition threshold, it must be certified by an authorized individual, confirming that the request is made in good faith and that the supporting data are accurate and complete (DFARS 252.243-7002(b)).

5. **Submit the REA to the Contracting Officer:** Provide the REA with all supporting documentation to the Contracting Officer for review and negotiation. This step is crucial for initiating discussions on the equitable adjustment.

6. **Await Government Response:** The Contracting Officer will review the REA and respond, potentially leading to negotiations or further documentation requests (FAR 52.236-2(b)).

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,9,0.6688638375223955,yes,yes
16,What is the difference between a change order and an REA?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Key Requirements:**

- **Change Order**: A change order is a formal modification to a contract issued by the Contracting Officer. It directs the contractor to make a change to the work within the general scope of the contract. Change orders can be priced or unpriced at the time they are issued. Unpriced change orders require subsequent definitization, which involves agreeing on the terms, specifications, and price after the work has begun (DFARS 243.204-70, 243.205-72).

- **Request for Equitable Adjustment (REA)**: An REA is a request submitted by the contractor seeking an adjustment to the contract terms, typically due to changes that impact the cost or time required to perform the contract. The contractor must provide a detailed justification and certification that the request is made in good faith and that the supporting data are accurate (DFARS 252.243-7002).

**Applicability:**

- **Change Orders**: Typically initiated by the government and applicable to contracts where changes are necessary within the scope of the contract. They can be issued for various reasons, including engineering changes or unforeseen conditions.

- **REAs**: Initiated by the contractor when they believe they are entitled to an adjustment due to changes or unforeseen conditions not covered by a change order. Applicable to any contract where the contractor incurs additional costs or delays due to government actions or other factors.

**Practical Note:**

- Contractors should carefully document any changes or conditions that may warrant an REA and ensure that all submissions are complete and accurate to facilitate timely resolution. For change orders, contractors should track any unpriced orders to ensure they are definitized promptly to avoid cash flow issues. Always consult with the Contracting Officer for guidance specific to your contract situation.",regulation_search,9,0.6362359715611964,yes,yes
17,"If there is a safety incident, what does the government need from the general contractor?","Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Recommended steps:**

1. **Notify** the Contracting Officer immediately about the safety incident. While the retrieved documents do not specify this requirement, it is a standard procedure to ensure the government is informed promptly.

2. **Document** the incident thoroughly, including the circumstances, any injuries or damages, and the immediate actions taken. This documentation will be crucial for any subsequent reporting or investigation.

3. **Submit** a formal incident report to the Contracting Officer. This report should include all relevant details and any initial findings from your internal investigation. Although specific reporting requirements are not detailed in the retrieved documents, this is a typical contractual obligation.

4. **Review** and ensure compliance with any specific safety and reporting requirements outlined in your contract or as directed by the Contracting Officer. This may include adherence to EM 385-1-1 safety standards if applicable to your contract.

5. **Implement** corrective actions to prevent future incidents, as may be required by the Contracting Officer or specified in your contract. This step is crucial to demonstrate proactive management and compliance with safety regulations.

6. **Coordinate** with the Contracting Officer for any further investigations or follow-up actions required by the government.

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,5,0.48,no,yes
18,How do I calculate my daily rate?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Steps to take:**

1. **Review** your contract to determine the basis for your compensation. The contract should specify whether you are paid on an hourly, daily, or other basis, and any applicable rates or formulas for calculating your pay.

2. **Identify** any applicable wage determinations or classifications if your work is subject to specific labor standards or wage determinations, such as those under the Davis-Bacon Act or Service Contract Act. These may influence the rate you should use (FAR 52.222-6).

3. **Calculate** your daily rate by dividing your annual salary or total contract value by the number of workdays or hours specified in your contract. If your contract specifies an hourly rate, multiply this by the number of hours you work in a day.

4. **Include** any additional compensation elements specified in your contract, such as fringe benefits, overtime, or bonuses, if applicable.

5. **Consult** with your Contracting Officer or legal counsel if you need clarification on specific contract terms or if your contract does not clearly specify how to calculate your daily rate.

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,9,0.7183967125444298,yes,yes
19,My prime contractor is not paying me. What can I do?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Recommended steps:**

1. **Review the Contract:** Check your subcontract for any specific clauses related to payment terms, dispute resolution, and remedies for non-payment. Ensure you understand the terms agreed upon regarding payment schedules and conditions.

2. **Notify the Prime Contractor:** Formally notify the prime contractor in writing about the non-payment issue. Include details such as the amount due, the due date, and any previous communications regarding the payment.

3. **Invoke the Disputes Clause:** If the issue is not resolved through direct communication, consider invoking the disputes clause in your subcontract. This may involve mediation, arbitration, or litigation, depending on what is specified in your contract. The FAR 52.233-1 Disputes clause may be relevant if incorporated into your subcontract, as it outlines procedures for resolving disputes (FAR 52.233-1).

4. **Consult the Contracting Officer:** If the dispute involves compliance with federal contract requirements, you may notify the Contracting Officer overseeing the prime contract. They may provide guidance or facilitate communication with the prime contractor.

5. **Consider Legal Action:** If the issue remains unresolved, consider seeking legal advice to explore options such as filing a claim under the Miller Act, if applicable, which provides protection for subcontractors on federal construction projects.

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,9,0.6437389770723104,yes,yes
20,Draft a letter to the contracting officer regarding FAR 52.242-5 stating that the prime contractor is not paying.,"**Date:** March 14, 2026

**To:** [Contracting Officer's Name]  
[Contracting Officer's Address]  
[City, State, ZIP Code]

**From:** [Your Name]  
[Your Position]  
[Your Company's Name]  
[Your Company's Address]  
[City, State, ZIP Code]

**Subject:** Notification of Payment Issues with Small Business Subcontractor under FAR 52.242-5

---

Dear [Contracting Officer's Name],

I am writing to formally notify you of a payment issue concerning our small business subcontractor, as required under FAR 52.242-5, ""Payments to Small Business Subcontractors.""

**Situation/Context:**

Our company, [Your Company's Name], is the prime contractor for [Project/Contract Name or Number]. According to the terms and conditions of our subcontract with [Subcontractor's Name], the subcontractor was entitled to receive payment for services rendered on [specific date or period]. However, we have encountered a situation where the payment has not been made within the agreed timeframe, resulting in an untimely payment.

**Applicable FAR Clause:**

As per FAR 52.242-5(b), we are obligated to notify you in writing not later than 14 days after the subcontractor was entitled to payment and we have either made a reduced or untimely payment, or failed to make a payment, which is now untimely.

**Request/Action:**

We kindly request your guidance on how to proceed with resolving this payment issue. We are committed to ensuring compliance with all contractual obligations and maintaining a good working relationship with our subcontractors. Your assistance in addressing this matter promptly would be greatly appreciated.

Please let us know if any further information or documentation is required to facilitate the resolution of this issue.

Thank you for your attention to this matter.

Sincerely,

[Your Name]  
[Your Position]  
[Your Company's Name]  
[Your Contact Information]

---

Draft for reference only; tailor to your situation and consult your contract and legal/CO as needed.",clause_lookup,1,1.0,no,no
21,What should I verify regarding bonding requirements after contract award?,"**Recommended steps:**

1. **Review** the contract for specific bonding requirements that were included at the time of award. Bonding requirements are typically specified in the contract itself, including the types of bonds required (e.g., performance bonds, payment bonds) and their amounts.

2. **Check** for any clauses related to bonds in the contract, such as DFARS 252.217-7008, which may outline specific bonding requirements applicable to your contract.

3. **Verify** compliance with any bonding requirements by ensuring that the bonds are in place and meet the specified conditions, such as the bond amount and the surety's qualifications.

4. **Notify** the Contracting Officer if there are any discrepancies or issues with the bonding requirements, such as if the bonds do not meet the contract specifications or if there are changes in the project scope that might affect bonding.

5. **Maintain** documentation of all bonding-related communications and submissions to ensure compliance and for future reference.

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,5,0.8478893337698203,no,no
22,"If the contracting officer and I do not agree on the legitimacy of a change order, what are the next steps?","Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Recommended steps:**

1. **Notify** the Contracting Officer in writing of your disagreement with the change order. Clearly state your position and provide any supporting documentation or rationale for your stance.

2. **Request** a formal determination from the Contracting Officer regarding the change order. This should include a detailed explanation of their position and any relevant contractual clauses or regulations they are relying on (DFARS 242.705-1).

3. **Respond** to the Contracting Officer's determination if it is not in your favor. You may need to provide additional information or clarification to support your position. Ensure your response is timely, typically within 30 days if a specific timeline is provided (DFARS 242.705-1(ii)(B)(2)).

4. **Evaluate** the Contracting Officer's final determination. If the determination is still not in your favor, consider your options for further action, such as submitting a Request for Equitable Adjustment (REA) or filing a claim under the Disputes clause of the contract.

5. **Consult** with legal counsel or a contract specialist to explore further dispute resolution options, such as mediation or arbitration, if the disagreement persists after exhausting administrative remedies.

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,5,0.62,no,yes
23,How do you appeal an unsatisfactory CPARS?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Recommended steps:**

1. **Review** the CPARS evaluation to understand the specific areas of dissatisfaction. Ensure you have a clear understanding of the ratings and comments provided.

2. **Notify** the Assessing Official (AO) or the Reviewing Official (RO) in writing of your intention to appeal the CPARS rating. Clearly state the reasons for your disagreement with the evaluation and provide any supporting documentation or evidence that may justify a revision.

3. **Request** a meeting or discussion with the AO or RO to present your case and discuss the evaluation. This can often lead to a resolution without the need for formal appeal procedures.

4. **Submit** a formal appeal if the issue is not resolved through initial discussions. While the retrieved documents do not specify the exact procedure for appealing a CPARS rating, typically, you would submit your appeal to the next level of authority within the agency, such as the Reviewing Official or the Contracting Officer.

5. **Prepare** an appeal file if necessary, similar to the process outlined in DFARS 201-253, Rule 4. Include all relevant documents, correspondence, and evidence that support your case.

6. **Consider** utilizing optional procedures such as the Small Claims (Expedited) or Accelerated Procedures if applicable, especially if the dispute involves financial implications (DFARS 201-253, Rule 12).

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,5,0.5839344262295082,no,yes
24,What documents do I need for a novation agreement?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Recommended steps:**

1. **Notify** the Contracting Officer (CO) of the proposed novation agreement. This is essential as the CO must be involved in the novation process.

2. **Prepare** a novation agreement package. While the retrieved documents do not specify the exact contents, typically, this package should include:
   - The proposed novation agreement itself.
   - A letter from the transferor (current contractor) requesting the novation.
   - A letter from the transferee (new contractor) accepting the novation.
   - A letter from the surety, if applicable, agreeing to the novation.
   - Evidence of the transferee's capability to perform the contract.
   - Any other relevant legal documents, such as merger or acquisition agreements.

3. **Submit** the novation agreement package to the CO for review and approval. Ensure that all documents are complete and accurately reflect the terms of the novation.

4. **Coordinate** with the CO to address any questions or additional requirements they may have. The CO may request further documentation or clarification before approving the novation.

5. **Finalize** the novation agreement once the CO has reviewed and approved it. Ensure all parties sign the final agreement.

For contract-specific decisions, consult the contract and/or legal counsel.",regulation_search,9,0.7222222222222222,yes,yes
25,What contract clauses should I review before project mobilization?,"Our system is still expanding its coverage here. Where it's critical, we recommend confirming with your contract or CO.

**Key Requirements:**

- **Commencement/Delivery**: Review clauses related to the start of work and delivery schedules. While specific clauses are not retrieved here, typically FAR 52.211-10 addresses commencement, completion, and delivery dates, which are critical for mobilization planning.

- **Payments**: FAR 52.232-10 outlines payment procedures under Fixed-Price Architect-Engineer Contracts, including monthly estimates and potential withholdings (FAR 52.232-10(a)-(b)). Understanding payment terms is crucial for cash flow management during mobilization.

- **Changes**: Familiarize yourself with clauses that allow for contract modifications, such as FAR 52.243-1, which typically governs changes to the scope of work. This is important for anticipating and managing changes during mobilization.

- **Suspension**: Be aware of clauses that address the suspension of work, such as FAR 52.242-14. This clause allows the Contracting Officer to suspend work, which can impact mobilization timelines.

- **Termination/Default**: Review clauses related to default and termination, such as those mentioned in the retrieved documents regarding the Default clause. These clauses outline the consequences of termination and the contractor's obligations, which are critical to understand before mobilization (FAR 52.249-8).

**Applicability:**

- These clauses generally apply to contractors engaged in federal projects and are relevant to the specific contract type (e.g., Fixed-Price Architect-Engineer Contracts).

**Practical Note:**

- Before mobilization, ensure you have a clear understanding of the specific terms and conditions outlined in your contract, particularly those related to commencement, payments, and potential changes. Consult your Contracting Officer for any clarifications or additional requirements specific to your contract.",regulation_search,4,0.425,no,yes
26,Are professional services to help with REAs allowable costs?,"**Key Requirements**:
- The FAR does not explicitly address the allowability of costs for professional services specifically related to Requests for Equitable Adjustments (REAs). However, general principles of cost allowability under FAR Part 31 apply.
- Costs must be necessary and reasonable for the performance of the contract (FAR 31.201-2(a)). This includes ensuring that costs are allocable, allowable, and reasonable.
- Professional services costs, such as legal or consulting fees, are generally allowable if they meet the criteria of reasonableness, allocability, and are not expressly unallowable under other FAR provisions (FAR 31.205-33).

**Applicability**:
- These principles apply to contracts subject to the cost principles of FAR Part 31, typically cost-reimbursement contracts or contracts that require cost analysis.

**Practical Note**:
- Ensure that any professional services costs related to REAs are documented as necessary and reasonable for contract performance. Consult with the Contracting Officer to confirm allowability and address any specific contract terms that might affect these costs.",regulation_search,5,0.8504494976203067,no,no
27,"As a Project Executive, analyze the RFI requirements during the pre-award phase of a federal construction project and recommend actions to ensure compliance with contract requirements.","**Date:** March 14, 2026

**To:** Contracting Officer

**From:** [Your Name], Project Executive

**Subject:** Analysis and Recommendations for RFI Requirements in Pre-Award Phase of Federal Construction Project

---

**Body:**

I am writing to provide an analysis of the Request for Information (RFI) requirements during the pre-award phase of our federal construction project and to recommend actions to ensure compliance with contract requirements.

**Situation/Context:**

During the pre-award phase of federal construction projects, it is crucial to ensure that all RFI requirements are thoroughly understood and addressed to facilitate a smooth acquisition process. The Federal Acquisition Regulation (FAR) provides guidance on the use of Requests for Proposals (RFPs) and the importance of early exchanges of information to resolve potential concerns regarding acquisition strategies and requirements.

**Applicable Regulations:**

1. **Requests for Proposals (RFPs):** According to FAR 15.203, RFPs are used in negotiated acquisitions to communicate government requirements to prospective contractors and solicit proposals. It is essential that RFPs for competitive acquisitions clearly describe the government’s requirement (FAR 15.203(a)(1)).

2. **Early Exchanges of Information:** FAR encourages early exchanges of information among industry participants, including the program manager and contracting officer, to identify and resolve concerns regarding acquisition strategies, contract terms, and feasibility of requirements (FAR 15.203(c)). Techniques such as industry conferences, public hearings, and one-on-one meetings with potential offerors are recommended to promote these exchanges.

**Recommendations:**

1. **Conduct Early Information Exchanges:** Organize industry conferences or one-on-one meetings with potential offerors to discuss the project requirements and address any concerns related to the acquisition strategy, contract terms, and performance requirements. Ensure the contracting officer is involved in discussions that may impact contract terms and conditions.

2. **Clarify RFP Requirements:** Review the RFP to ensure it clearly communicates the government’s requirements and includes comprehensive proposal instructions and evaluation criteria. This will help in minimizing ambiguities and potential misunderstandings during the proposal evaluation phase.

3. **Monitor Compliance with Design and Funding Limitations:** If applicable, ensure compliance with the ""Design Within Funding Limitations"" clause (FAR 52.236-22) by promptly advising the contracting officer if the project design is likely to exceed funding limitations. This proactive approach will help in managing expectations and avoiding redesign costs.

By implementing these recommendations, we can enhance our compliance with RFI requirements and facilitate a more efficient pre-award process for the federal construction project.

**Closing:**

Please feel free to contact me if you require further clarification or additional information on the proposed actions.

Sincerely,

[Your Name]  
Project Executive

**Disclaimer:** Draft for reference only; tailor to your situation and consult your contract and legal/CO as needed.",regulation_search,5,0.5599999999999999,no,no
